-2.6 2.6 13.52 -5.2 5.2
-2.6 2.8 14.6 -5.2 5.6

-2.4 -3 14.76 -4.8 -6
-2.4 -2.8 13.6 -4.8 -5.6
-2.4 -2.6 12.52 -4.8 -5.2
-2.4 -2.4 11.52 -4.8 -4.8
-2.4 -2.2 10.6 -4.8 -4.4
-2.4 -2 9.76 -4.8 -4
-2.4 -1.8 9 -4.8 -3.6
-2.4 -1.6 8.32 -4.8 -3.2
-2.4 -1.4 7.72 -4.8 -2.8
-2.4 -1.2 7.2 -4.8 -2.4
-2.4 -1 6.76 -4.8 -2
-2.4 -0.8 6.4 -4.8 -1.6
-2.4 -0.6 6.12 -4.8 -1.2
-2.4 -0.4 5.92 -4.8 -0.8
-2.4 -0.2 5.8 -4.8 -0.4
-2.4 3.88578e-16 5.76 -4.8 0
-2.4 0.2 5.8 -4.8 0.4
-2.4 0.4 5.92 -4.8 0.8
-2.4 0.6 6.12 -4.8 1.2
-2.4 0.8 6.4 -4.8 1.6
-2.4 1 6.76 -4.8 2
-2.4 1.2 7.2 -4.8 2.4
-2.4 1.4 7.72 -4.8 2.8
-2.4 1.6 8.32 -4.8 3.2
-2.4 1.8 9 -4.8 3.6
-2.4 2 9.76 -4.8 4
-2.4 2.2 10.6 -4.8 4.4
-2.4 2.4 11.52 -4.8 4.8
-2.4 2.6 12.52 -4.8 5.2
-2.4 2.8 13.6 -4.8 5.6

-2.2 -3 13.84 -4.4 -6
-2.2 -2.8 12.68 -4.4 -5.6
-2.2 -2.6 11.6 -4.4 -5.2
-2.2 -2.4 10.6 -4.4 -4.8
-2.2 -2.2 9.68 -4.4 -4.4
-2.2 -2 8.84 -4.4 -4
-2.2 -1.8 8.08 -4.4 -3.6
-2.2 -1.6 7.4 -4.4 -3.2
-2.2 -1.4 6.8 -4.4 -2.8
-2.2 -1.2 6.28 -4.4 -2.4
-2.2 -1 5.84 -4.4 -2
-2.2 -0.8 5.48 -4.4 -1.6
-2.2 -0.6 5.2 -4.4 -1.2
-2.2 -0.4 5 -4.4 -0.8
-2.2 -0.2 4.88 -4.4 -0.4
-2.2 3.88578e-16 4.84 -4.4 0
-2.2 0.2 4.88 -4.4 0.4
-2.2 0.4 5 -4.4 0.8
-2.2 0.6 5.2 -4.4 1.2
-2.2 0.8 5.48 -4.4 1.6
-2.2 1 5.84 -4.4 2
-2.2 1.2 6.28 -4.4 2.4
-2.2 1.4 6.8 -4.4 2.8
-2.2 1.6 7.4 -4.4 3.2
-2.2 1.8 8.08 -4.4 3.6
-2.2 2 8.84 -4.4 4
-2.2 2.2 9.68 -4.4 4.4
-2.2 2.4 10.6 -4.4 4.8
-2.2 2.6 11.6 -4.4 5.2
-2.2 2.8 12.68 -4.4 5.6

-2 -3 13 -4 -6
-2 -2.8 11.84 -4 -5.6
-2 -2.6 10.76 -4 -5.2
-2 -2.4 9.76 -4 -4.8
-2 -2.2 8.84 -4 -4.4
-2 -2 8 -4 -4
-2 -1.8 7.24 -4 -3.6
-2 -1.6 6.56 -4 -3.2
-2 -1.4 5.96 -4 -2.8
-2 -1.2 5.44 -4 -2.4
-2 -1 5 -4 -2
-2 -0.8 4.64 -4 -1.6
-2 -0.6 4.36 -4 -1.2
-2 -0.4 4.16 -4 -0.8
-2 -0.2 4.04 -4 -0.4
-2 3.88578e-16 4 -4 0
-2 0.2 4.04 -4 0.4
-2 0.4 4.16 -4 0.8
-2 0.6 4.36 -4 1.2
-2 0.8 4.64 -4 1.6
-2 1 5 -4 2
-2 1.2 5.44 -4 2.4
-2 1.4 5.96 -4 2.8
-2 1.6 6.56 -4 3.2
-2 1.8 7.24 -4 3.6
-2 2 8 -4 4
-2 2.2 8.84 -4 4.4
-2 2.4 9.76 -4 4.8
-2 2.6 10.76 -4 5.2
-2 2.8 11.84 -4 5.6

-1.8 -3 12.24 -3.6 -6
-1.8 -2.8 11.08 -3.6 -5.6
-1.8 -2.6 10 -3.6 -5.2
-1.8 -2.4 9 -3.6 -4.8
-1.8 -2.2 8.08 -3.6 -4.4
-1.8 -2 7.24 -3.6 -4
-1.8 -1.8 6.48 -3.6 -3.6
-1.8 -1.6 5.8 -3.6 -3.2
-1.8 -1.4 5.2 -3.6 -2.8
-1.8 -1.2 4.68 -3.6 -2.4
-1.8 -1 4.24 -3.6 -2
-1.8 -0.8 3.88 -3.6 -1.6
-1.8 -0.6 3.6 -3.6 -1.2
-1.8 -0.4 3.4 -3.6 -0.8
-1.8 -0.2 3.28 -3.6 -0.4
-1.8 3.88578e-16 3.24 -3.6 0
-1.8 0.2 3.28 -3.6 0.4
-1.8 0.4 3.4 -3.6 0.8
-1.8 0.6 3.6 -3.6 1.2
-1.8 0.8 3.88 -3.6 1.6
-1.8 1 4.24 -3.6 2
-1.8 1.2 4.68 -3.6 2.4
-1.8 1.4 5.2 -3.6 2.8
-1.8 1.6 5.8 -3.6 3.2
-1.8 1.8 6.48 -3.6 3.6
-1.8 2 7.24 -3.6 4
-1.8 2.2 8.08 -3.6 4.4
-1.8 2.4 9 -3.6 4.8
-1.8 2.6 10 -3.6 5.2
-1.8 2.8 11.08 -3.6 5.6

-1.6 -3 11.56 -3.2 -6
-1.6 -2.8 10.4 -3.2 -5.6
-1.6 -2.6 9.32 -3.2 -5.2
-1.6 -2.4 8.32 -3.2 -4.8
-1.6 -2.2 7.4 -3.2 -4.4
-1.6 -2 6.56 -3.2 -4
-1.6 -1.8 5.8 -3.2 -3.6
-1.6 -1.6 5.12 -3.2 -3.2
-1.6 -1.4 4.52 -3.2 -2.8
-1.6 -1.2 4 -3.2 -2.4
-1.6 -1 3.56 -3.2 -2
-1.6 -0.8 3.2 -3.2 -1.6
-1.6 -0.6 2.92 -3.2 -1.2
-1.6 -0.4 2.72 -3.2 -0.8
-1.6 -0.2 2.6 -3.2 -0.4
-1.6 3.88578e-16 2.56 -3.2 0
-1.6 0.2 2.6 -3.2 0.4
-1.6 0.4 2.72 -3.2 0.8
-1.6 0.6 2.92 -3.2 1.2
-1.6 0.8 3.2 -3.2 1.6
-1.6 1 3.56 -3.2 2
-1.6 1.2 4 -3.2 2.4
-1.6 1.4 4.52 -3.2 2.8
-1.6 1.6 5.12 -3.2 3.2
-1.6 1.8 5.8 -3.2 3.6
-1.6 2 6.56 -3.2 4
-1.6 2.2 7.4 -3.2 4.4
-1.6 2.4 8.32 -3.2 4.8
-1.6 2.6 9.32 -3.2 5.2
-1.6 2.8 10.4 -3.2 5.6

-1.4 -3 10.96 -2.8 -6
-1.4 -2.8 9.8 -2.8 -5.6
-1.4 -2.6 8.72 -2.8 -5.2
-1.4 -2.4 7.72 -2.8 -4.8
-1.4 -2.2 6.8 -2.8 -4.4
-1.4 -2 5.96 -2.8 -4
-1.4 -1.8 5.2 -2.8 -3.6
-1.4 -1.6 4.52 -2.8 -3.2
-1.4 -1.4 3.92 -2.8 -2.8
-1.4 -1.2 3.4 -2.8 -2.4
-1.4 -1 2.96 -2.8 -2
-1.4 -0.8 2.6 -2.8 -1.6
-1.4 -0.6 2.32 -2.8 -1.2
-1.4 -0.4 2.12 -2.8 -0.8
-1.4 -0.2 2 -2.8 -0.4
-1.4 3.88578e-16 1.96 -2.8 0
-1.4 0.2 2 -2.8 0.4
-1.4 0.4 2.12 -2.8 0.8
-1.4 0.6 2.32 -2.8 1.2
-1.4 0.8 2.6 -2.8 1.6
-1.4 1 2.96 -2.8 2
-1.4 1.2 3.4 -2.8 2.4
-1.4 1.4 3.92 -2.8 2.8
-1.4 1.6 4.52 -2.8 3.2
-1.4 1.8 5.2 -2.8 3.6
-1.4 2 5.96 -2.8 4
-1.4 2.2 6.8 -2.8 4.4
-1.4 2.4 7.72 -2.8 4.8
-1.4 2.6 8.72 -2.8 5.2
-1.4 2.8 9.8 -2.8 5.6

-1.2 -3 10.44 -2.4 -6
-1.2 -2.8 9.28 -2.4 -5.6
-1.2 -2.6 8.2 -2.4 -5.2
-1.2 -2.4 7.2 -2.4 -4.8
-1.2 -2.2 6.28 -2.4 -4.4
-1.2 -2 5.44 -2.4 -4
-1.2 -1.8 4.68 -2.4 -3.6
-1.2 -1.6 4 -2.4 -3.2
-1.2 -1.4 3.4 -2.4 -2.8
-1.2 -1.2 2.88 -2.4 -2.4
-1.2 -1 2.44 -2.4 -2
-1.2 -0.8 2.08 -2.4 -1.6
-1.2 -0.6 1.8 -2.4 -1.2
-1.2 -0.4 1.6 -2.4 -0.8
-1.2 -0.2 1.48 -2.4 -0.4
-1.2 3.88578e-16 1.44 -2.4 0
-1.2 0.2 1.48 -2.4 0.4
-1.2 0.4 1.6 -2.4 0.8
-1.2 0.6 1.8 -2.4 1.2
-1.2 0.8 2.08 -2.4 1.6
-1.2 1 2.44 -2.4 2
-1.2 1.2 2.88 -2.4 2.4
-1.2 1.4 3.4 -2.4 2.8
-1.2 1.6 4 -2.4 3.2
-1.2 1.8 4.68 -2.4 3.6
-1.2 2 5.44 -2.4 4
-1.2 2.2 6.28 -2.4 4.4
-1.2 2.4 7.2 -2.4 4.8
-1.2 2.6 8.2 -2.4 5.2
-1.2 2.8 9.28 -2.4 5.6

-1 -3 10 -2 -6
-1 -2.8 8.84 -2 -5.6
-1 -2.6 7.76 -2 -5.2
-1 -2.4 6.76 -2 -4.8
-1 -2.2 5.84 -2 -4.4
-1 -2 5 -2 -4
-1 -1.8 4.24 -2 -3.6
-1 -1.6 3.56 -2 -3.2
-1 -1.4 2.96 -2 -2.8
-1 -1.2 2.44 -2 -2.4
-1 -1 2 -2 -2
-1 -0.8 1.64 -2 -1.6
-1 -0.6 1.36 -2 -1.2
-1 -0.4 1.16 -2 -0.8
-1 -0.2 1.04 -2 -0.4
-1 3.88578e-16 1 -2 0
-1 0.2 1.04 -2 0.4
-1 0.4 1.16 -2 0.8
-1 0.6 1.36 -2 1.2
-1 0.8 1.64 -2 1.6
-1 1 2 -2 2
-1 1.2 2.44 -2 2.4
-1 1.4 2.96 -2 2.8
-1 1.6 3.56 -2 3.2
-1 1.8 4.24 -2 3.6
-1 2 5 -2 4
-1 2.2 5.84 -2 4.4
-1 2.4 6.76 -2 4.8
-1 2.6 7.76 -2 5.2
-1 2.8 8.84 -2 5.6

-0.8 -3 9.64 -1.6 -6
-0.8 -2.8 8.48 -1.6 -5.6
-0.8 -2.6 7.4 -1.6 -5.2
-0.8 -2.4 6.4 -1.6 -4.8
-0.8 -2.2 5.48 -1.6 -4.4
-0.8 -2 4.64 -1.6 -4
-0.8 -1.8 3.88 -1.6 -3.6
-0.8 -1.6 3.2 -1.6 -3.2
-0.8 -1.4 2.6 -1.6 -2.8
-0.8 -1.2 2.08 -1.6 -2.4
-0.8 -1 1.64 -1.6 -2
-0.8 -0.8 1.28 -1.6 -1.6
-0.8 -0.6 1 -1.6 -1.2
-0.8 -0.4 0.8 -1.6 -0.8
-0.8 -0.2 0.68 -1.6 -0.4
-0.8 3.88578e-16 0.64 -1.6 0
-0.8 0.2 0.68 -1.6 0.4
-0.8 0.4 0.8 -1.6 0.8
-0.8 0.6 1 -1.6 1.2
-0.8 0.8 1.28 -1.6 1.6
-0.8 1 1.64 -1.6 2
-0.8 1.2 2.08 -1.6 2.4
-0.8 1.4 2.6 -1.6 2.8
-0.8 1.6 3.2 -1.6 3.2
-0.8 1.8 3.88 -1.6 3.6
-0.8 2 4.64 -1.6 4
-0.8 2.2 5.48 -1.6 4.4
-0.8 2.4 6.4 -1.6 4.8
-0.8 2.6 7.4 -1.6 5.2
-0.8 2.8 8.48 -1.6 5.6

-0.6 -3 9.36 -1.2 -6
-0.6 -2.8 8.2 -1.2 -5.6
-0.6 -2.6 7.12 -1.2 -5.2
-0.6 -2.4 6.12 -1.2 -4.8
-0.6 -2.2 5.2 -1.2 -4.4
-0.6 -2 4.36 -1.2 -4
-0.6 -1.8 3.6 -1.2 -3.6
-0.6 -1.6 2.92 -1.2 -3.2
-0.6 -1.4 2.32 -1.2 -2.8
-0.6 -1.2 1.8 -1.2 -2.4
-0.6 -1 1.36 -1.2 -2
-0.6 -0.8 1 -1.2 -1.6
-0.6 -0.6 0.72 -1.2 -1.2
-0.6 -0.4 0.52 -1.2 -0.8
-0.6 -0.2 0.4 -1.2 -0.4
-0.6 3.88578e-16 0.36 -1.2 0
-0.6 0.2 0.4 -1.2 0.4
-0.6 0.4 0.52 -1.2 0.8
-0.6 0.6 0.72 -1.2 1.2
-0.6 0.8 1 -1.2 1.6
-0.6 1 1.36 -1.2 2
-0.6 1.2 1.8 -1.2 2.4
-0.6 1.4 2.32 -1.2 2.8
-0.6 1.6 2.92 -1.2 3.2
-0.6 1.8 3.6 -1.2 3.6
-0.6 2 4.36 -1.2 4
-0.6 2.2 5.2 -1.2 4.4
-0.6 2.4 6.12 -1.2 4.8
-0.6 2.6 7.12 -1.2 5.2
-0.6 2.8 8.2 -1.2 5.6

-0.4 -3 9.16 -0.8 -6
-0.4 -2.8 8 -0.8 -5.6
-0.4 -2.6 6.92 -0.8 -5.2
-0.4 -2.4 5.92 -0.8 -4.8
-0.4 -2.2 5 -0.8 -4.4
-0.4 -2 4.16 -0.8 -4
-0.4 -1.8 3.4 -0.8 -3.6
-0.4 -1.6 2.72 -0.8 -3.2
-0.4 -1.4 2.12 -0.8 -2.8
-0.4 -1.2 1.6 -0.8 -2.4
-0.4 -1 1.16 -0.8 -2
-0.4 -0.8 0.8 -0.8 -1.6
-0.4 -0.6 0.52 -0.8 -1.2
-0.4 -0.4 0.32 -0.8 -0.8
-0.4 -0.2 0.2 -0.8 -0.4
-0.4 3.88578e-16 0.16 -0.8 0
-0.4 0.2 0.2 -0.8 0.4
-0.4 0.4 0.32 -0.8 0.8
-0.4 0.6 0.52 -0.8 1.2
-0.4 0.8 0.8 -0.8 1.6
-0.4 1 1.16 -0.8 2
-0.4 1.2 1.6 -0.8 2.4
-0.4 1.4 2.12 -0.8 2.8
-0.4 1.6 2.72 -0.8 3.2
-0.4 1.8 3.4 -0.8 3.6
-0.4 2 4.16 -0.8 4
-0.4 2.2 5 -0.8 4.4
-0.4 2.4 5.92 -0.8 4.8
-0.4 2.6 6.92 -0.8 5.2
-0.4 2.8 8 -0.8 5.6

-0.2 -3 9.04 -0.4 -6
-0.2 -2.8 7.88 -0.4 -5.6
-0.2 -2.6 6.8 -0.4 -5.2
-0.2 -2.4 5.8 -0.4 -4.8
-0.2 -2.2 4.88 -0.4 -4.4
-0.2 -2 4.04 -0.4 -4
-0.2 -1.8 3.28 -0.4 -3.6
-0.2 -1.6 2.6 -0.4 -3.2
-0.2 -1.4 2 -0.4 -2.8
-0.2 -1.2 1.48 -0.4 -2.4
-0.2 -1 1.04 -0.4 -2
-0.2 -0.8 0.68 -0.4 -1.6
-0.2 -0.6 0.4 -0.4 -1.2
-0.2 -0.4 0.2 -0.4 -0.8
-0.2 -0.2 0.08 -0.4 -0.4
-0.2 3.88578e-16 0.04 -0.4 0
-0.2 0.2 0.08 -0.4 0.4
-0.2 0.4 0.2 -0.4 0.8
-0.2 0.6 0.4 -0.4 1.2
-0.2 0.8 0.68 -0.4 1.6
-0.2 1 1.04 -0.4 2
-0.2 1.2 1.48 -0.4 2.4
-0.2 1.4 2 -0.4 2.8
-0.2 1.6 2.6 -0.4 3.2
-0.2 1.8 3.28 -0.4 3.6
-0.2 2 4.04 -0.4 4
-0.2 2.2 4.88 -0.4 4.4
-0.2 2.4 5.8 -0.4 4.8
-0.2 2.6 6.8 -0.4 5.2
-0.2 2.8 7.88 -0.4 5.6

3.88578e-16 -3 9 0 -6
3.88578e-16 -2.8 7.84 0 -5.6
3.88578e-16 -2.6 6.76 0 -5.2
3.88578e-16 -2.4 5.76 0 -4.8
3.88578e-16 -2.2 4.84 0 -4.4
3.88578e-16 -2 4 0 -4
3.88578e-16 -1.8 3.24 0 -3.6
3.88578e-16 -1.6 2.56 0 -3.2
3.88578e-16 -1.4 1.96 0 -2.8
3.88578e-16 -1.2 1.44 0 -2.4
3.88578e-16 -1 1 0 -2
3.88578e-16 -0.8 0.64 0 -1.6
3.88578e-16 -0.6 0.36 0 -1.2
3.88578e-16 -0.4 0.16 0 -0.8
3.88578e-16 -0.2 0.04 0 -0.4
3.88578e-16 3.88578e-16 3.01986e-31 7.77161e-16 7.77161e-16
3.88578e-16 0.2 0.04 0 0.4
3.88578e-16 0.4 0.16 0 0.8
3.88578e-16 0.6 0.36 0 1.2
3.88578e-16 0.8 0.64 0 1.6
3.88578e-16 1 1 0 2
3.88578e-16 1.2 1.44 0 2.4
3.88578e-16 1.4 1.96 0 2.8
3.88578e-16 1.6 2.56 0 3.2
3.88578e-16 1.8 3.24 0 3.6
3.88578e-16 2 4 0 4
3.88578e-16 2.2 4.84 0 4.4
3.88578e-16 2.4 5.76 0 4.8
3.88578e-16 2.6 6.76 0 5.2
3.88578e-16 2.8 7.84 0 5.6

0.2 -3 9.04 0.4 -6
0.2 -2.8 7.88 0.4 -5.6
0.2 -2.6 6.8 0.4 -5.2
0.2 -2.4 5.8 0.4 -4.8
0.2 -2.2 4.88 0.4 -4.4
0.2 -2 4.04 0.4 -4
0.2 -1.8 3.28 0.4 -3.6
0.2 -1.6 2.6 0.4 -3.2
0.2 -1.4 2 0.4 -2.8
0.2 -1.2 1.48 0.4 -2.4
0.2 -1 1.04 0.4 -2
0.2 -0.8 0.68 0.4 -1.6
0.2 -0.6 0.4 0.4 -1.2
0.2 -0.4 0.2 0.4 -0.8
0.2 -0.2 0.08 0.4 -0.4
0.2 3.88578e-16 0.04 0.4 0
0.2 0.2 0.08 0.4 0.4
0.2 0.4 0.2 0.4 0.8
0.2 0.6 0.4 0.4 1.2
0.2 0.8 0.68 0.4 1.6
0.2 1 1.04 0.4 2
0.2 1.2 1.48 0.4 2.4
0.2 1.4 2 0.4 2.8
0.2 1.6 2.6 0.4 3.2
0.2 1.8 3.28 0.4 3.6
0.2 2 4.04 0.4 4
0.2 2.2 4.88 0.4 4.4
0.2 2.4 5.8 0.4 4.8
0.2 2.6 6.8 0.4 5.2
0.2 2.8 7.88 0.4 5.6

0.4 -3 9.16 0.8 -6
0.4 -2.8 8 0.8 -5.6
0.4 -2.6 6.92 0.8 -5.2
0.4 -2.4 5.92 0.8 -4.8
0.4 -2.2 5 0.8 -4.4
0.4 -2 4.16 0.8 -4
0.4 -1.8 3.4 0.8 -3.6
0.4 -1.6 2.72 0.8 -3.2
0.4 -1.4 2.12 0.8 -2.8
0.4 -1.2 1.6 0.8 -2.4
0.4 -1 1.16 0.8 -2
0.4 -0.8 0.8 0.8 -1.6
0.4 -0.6 0.52 0.8 -1.2
0.4 -0.4 0.32 0.8 -0.8
0.4 -0.2 0.2 0.8 -0.4
0.4 3.88578e-16 0.16 0.8 0
0.4 0.2 0.2 0.8 0.4
0.4 0.4 0.32 0.8 0.8
0.4 0.6 0.52 0.8 1.2
0.4 0.8 0.8 0.8 1.6
0.4 1 1.16 0.8 2
0.4 1.2 1.6 0.8 2.4
0.4 1.4 2.12 0.8 2.8
0.4 1.6 2.72 0.8 3.2
0.4 1.8 3.4 0.8 3.6
0.4 2 4.16 0.8 4
0.4 2.2 5 0.8 4.4
0.4 2.4 5.92 0.8 4.8
0.4 2.6 6.92 0.8 5.2
0.4 2.8 8 0.8 5.6

0.6 -3 9.36 1.2 -6
0.6 -2.8 8.2 1.2 -5.6
0.6 -2.6 7.12 1.2 -5.2
0.6 -2.4 6.12 1.2 -4.8
0.6 -2.2 5.2 1.2 -4.4
0.6 -2 4.36 1.2 -4
0.6 -1.8 3.6 1.2 -3.6
0.6 -1.6 2.92 1.2 -3.2
0.6 -1.4 2.32 1.2 -2.8
0.6 -1.2 1.8 1.2 -2.4
0.6 -1 1.36 1.2 -2
0.6 -0.8 1 1.2 -1.6
0.6 -0.6 0.72 1.2 -1.2
0.6 -0.4 0.52 1.2 -0.8
0.6 -0.2 0.4 1.2 -0.4
0.6 3.88578e-16 0.36 1.2 0
0.6 0.2 0.4 1.2 0.4
0.6 0.4 0.52 1.2 0.8
0.6 0.6 0.72 1.2 1.2
0.6 0.8 1 1.2 1.6
0.6 1 1.36 1.2 2
0.6 1.2 1.8 1.2 2.4
0.6 1.4 2.32 1.2 2.8
0.6 1.6 2.92 1.2 3.2
0.6 1.8 3.6 1.2 3.6
0.6 2 4.36 1.2 4
0.6 2.2 5.2 1.2 4.4
0.6 2.4 6.12 1.2 4.8
0.6 2.6 7.12 1.2 5.2
0.6 2.8 8.2 1.2 5.6

0.8 -3 9.64 1.6 -6
0.8 -2.8 8.48 1.6 -5.6
0.8 -2.6 7.4 1.6 -5.2
0.8 -2.4 6.4 1.6 -4.8
0.8 -2.2 5.48 1.6 -4.4
0.8 -2 4.64 1.6 -4
0.8 -1.8 3.88 1.6 -3.6
0.8 -1.6 3.2 1.6 -3.2
0.8 -1.4 2.6 1.6 -2.8
0.8 -1.2 2.08 1.6 -2.4
0.8 -1 1.64 1.6 -2
0.8 -0.8 1.28 1.6 -1.6
0.8 -0.6 1 1.6 -1.2
0.8 -0.4 0.8 1.6 -0.8
0.8 -0.2 0.68 1.6 -0.4
0.8 3.88578e-16 0.64 1.6 0
0.8 0.2 0.68 1.6 0.4
0.8 0.4 0.8 1.6 0.8
0.8 0.6 1 1.6 1.2
0.8 0.8 1.28 1.6 1.6
0.8 1 1.64 1.6 2
0.8 1.2 2.08 1.6 2.4
0.8 1.4 2.6 1.6 2.8
0.8 1.6 3.2 1.6 3.2
0.8 1.8 3.88 1.6 3.6
0.8 2 4.64 1.6 4
0.8 2.2 5.48 1.6 4.4
0.8 2.4 6.4 1.6 4.8
0.8 2.6 7.4 1.6 5.2
0.8 2.8 8.48 1.6 5.6

1 -3 10 2 -6
1 -2.8 8.84 2 -5.6
1 -2.6 7.76 2 -5.2
1 -2.4 6.76 2 -4.8
1 -2.2 5.84 2 -4.4
1 -2 5 2 -4
1 -1.8 4.24 2 -3.6
1 -1.6 3.56 2 -3.2
1 -1.4 2.96 2 -2.8
1 -1.2 2.44 2 -2.4
1 -1 2 2 -2
1 -0.8 1.64 2 -1.6
1 -0.6 1.36 2 -1.2
1 -0.4 1.16 2 -0.8
1 -0.2 1.04 2 -0.4
1 3.88578e-16 1 2 0
1 0.2 1.04 2 0.4
1 0.4 1.16 2 0.8
1 0.6 1.36 2 1.2
1 0.8 1.64 2 1.6
1 1 2 2 2
1 1.2 2.44 2 2.4
1 1.4 2.96 2 2.8
1 1.6 3.56 2 3.2
1 1.8 4.24 2 3.6
1 2 5 2 4
1 2.2 5.84 2 4.4
1 2.4 6.76 2 4.8
1 2.6 7.76 2 5.2
1 2.8 8.84 2 5.6

1.2 -3 10.44 2.4 -6
1.2 -2.8 9.28 2.4 -5.6
1.2 -2.6 8.2 2.4 -5.2
1.2 -2.4 7.2 2.4 -4.8
1.2 -2.2 6.28 2.4 -4.4
1.2 -2 5.44 2.4 -4
1.2 -1.8 4.68 2.4 -3.6
1.2 -1.6 4 2.4 -3.2
1.2 -1.4 3.4 2.4 -2.8
1.2 -1.2 2.88 2.4 -2.4
1.2 -1 2.44 2.4 -2
1.2 -0.8 2.08 2.4 -1.6
1.2 -0.6 1.8 2.4 -1.2
1.2 -0.4 1.6 2.4 -0.8
1.2 -0.2 1.48 2.4 -0.4
1.2 3.88578e-16 1.44 2.4 0
1.2 0.2 1.48 2.4 0.4
1.2 0.4 1.6 2.4 0.8
1.2 0.6 1.8 2.4 1.2
1.2 0.8 2.08 2.4 1.6
1.2 1 2.44 2.4 2
1.2 1.2 2.88 2.4 2.4
1.2 1.4 3.4 2.4 2.8
1.2 1.6 4 2.4 3.2
1.2 1.8 4.68 2.4 3.6
1.2 2 5.44 2.4 4
1.2 2.2 6.28 2.4 4.4
1.2 2.4 7.2 2.4 4.8
1.2 2.6 8.2 2.4 5.2
1.2 2.8 9.28 2.4 5.6

1.4 -3 10.96 2.8 -6
1.4 -2.8 9.8 2.8 -5.6
1.4 -2.6 8.72 2.8 -5.2
1.4 -2.4 7.72 2.8 -4.8
1.4 -2.2 6.8 2.8 -4.4
1.4 -2 5.96 2.8 -4
1.4 -1.8 5.2 2.8 -3.6
